Rank,College Name,Location,Median SAT,Median ACT,Est. price 2019-20 without aid,Est. price 2019-20 with avg. grant,% of students who get any grants,Average student debt,Early career earnings
134,Vassar College,Poughkeepsie. NY,1420,32,73.500,25.400,0.68,16.250,54.200
135,Northeastern University,Boston. MA,1450,33,71.200,32.900,0.63,27.000,61.200
136,Florida International University,Miami. FL,1160,25,24.700,13.000,0.67,17.250,48.100
136,Harvey Mudd College,Claremont. CA,1520,34,77.700,40.700,0.71,23.500,85.600
138,Washington State University,Pullman. WA,1120,23,28.500,19.100,0.65,20.350,54.600
139,Fairfield University,Fairfield. CT,NA,NA,67.200,40.300,0.81,27.000,59.600
140,Wesleyan University,Middletown. CT,NA,NA,73.000,25.900,0.43,16.880,59.300
141,SUNY Cortland,Cortland. NY,1130,24,26.000,19.200,0.61,21.500,44.900
142,Mount Saint Mary's University. Los Angeles,Los Angeles. CA,1020,19,62.000,30.900,0.82,26.000,52.800
143,New Jersey Institute of Technology,Newark. NJ,1280,27,38.100,19.200,0.59,23.260,62.800
144,San Francisco State University,San Francisco. CA,1050,21,27.900,14.500,0.59,16.710,55.200
144,Santa Clara University,Santa Clara. CA,1360,30,72.500,41.500,0.68,21.000,66.800
146,Saint Anselm College,Manchester. NH,1220,26,59.400,33.600,0.96,27.000,54.900
147,Brigham Young University-Provo,Provo. UT,1310,30,19.200,13.900,0.74,10.800,57.400
148,Worcester Polytechnic Institute,Worcester. MA,NA,NA,67.900,45.900,0.92,27.000,71.700
149,Saint Mary's College,Notre Dame. IN,1140,26,57.700,28.500,0.96,27.000,49.100
150,California State University-Sacramento,Sacramento. CA,1040,20,26.900,10.500,0.72,15.250,53.000
151,Babson College,Wellesley. MA,1320,30,71.500,31.900,0.47,26.000,69.300
152,Ohio State University,Columbus. OH,1360,29,28.200,19.300,0.67,21.500,54.000
153,Brandeis University,Waltham. MA,1380,31,74.100,34.900,0.59,27.000,58.000
154,Trinity University,San Antonio. TX,1320,30,59.400,30.500,0.96,26.000,53.400
155,Manhattan College,Riverdale. NY,1150,26,62.900,38.300,0.85,26.000,62.600
155,Molloy College,Rockville Centre. NY,1140,24,52.600,28.800,0.77,27.000,58.900
157,Hobart William Smith Colleges,Geneva. NY,1240,28,72.900,45.100,0.89,27.000,53.600
158,Saint Johns University,Collegeville. MN,1080,25,58.400,28.000,1.0,27.000,57.400
159,State University of New York at New Paltz,New Paltz. NY,1180,26,25.300,15.500,0.53,18.750,46.600
160,Michigan Technological University,Houghton. MI,1250,28,30.400,18.300,0.88,26.930,64.600
160,St. Thomas Aquinas College,Sparkill. NY,1000,20,49.700,21.900,0.69,23.000,48.400
162,Denison University,Granville. OH,1290,30,67.900,34.500,0.99,27.000,52.400
163,Trinity College,Hartford. CT,1340,30,74.600,30.500,0.51,21.500,57.600
164,Maine Maritime Academy,Castine. ME,1090,21,28.500,22.400,0.69,27.000,66.700
165,Clarkson University,Potsdam. NY,1240,27,69.000,33.100,0.97,27.000,65.100
166,Franklin & Marshall College,Lancaster. PA,NA,NA,73.600,26.100,0.55,22.000,54.600
167,Skidmore College,Saratoga Springs. NY,1300,29,72.500,27.000,0.45,19.500,52.700
167,Gustavus Adolphus College,Saint Peter. MN,NA,NA,58.300,31.900,0.97,27.000,49.700
169,St Mary's College of Maryland,St. Mary's City. MD,1180,25,31.000,22.100,0.74,20.500,52.300
170,University of Arizona,Tucson. AZ,NA,NA,29.500,16.800,0.68,19.000,55.000
170,Wabash College,Crawfordsville. IN,1180,26,57.000,26.300,0.99,25.790,60.200
172,University of Vermont,Burlington. VT,1270,28,34.800,21.200,0.79,22.500,51.600
173,McDaniel College,Westminster. MD,1150,25,58.300,24.200,0.96,27.000,49.500
174,Connecticut College,New London. CT,NA,NA,72.500,29.200,0.54,23.200,55.700
175,Berea College,Berea. KY,1090,25,37.000,1.800,0.98,5.300,39.600
175,Missouri University of Science and Technology,Rolla. MO,1220,28,23.000,15.100,0.8,24.250,66.700
177,Hamilton College,Clinton. NY,1440,32,70.700,23.600,0.53,17.000,61.000
178,Le Moyne College,Syracuse. NY,1160,25,52.200,25.800,0.9,24.370,49.000
179,West Chester University of Pennsylvania,West Chester. PA,1130,24,28.000,20.700,0.44,23.290,48.500
179,Villanova University,Villanova. PA,1350,32,71.300,37.900,0.51,26.690,63.600
181,California State University-East Bay,Hayward. CA,NA,NA,26.200,12.200,0.64,15.090,55.600
182,SUNY Maritime College,Throggs Neck. NY,1180,24,26.400,17.400,0.53,24.000,73.300
183,Lawrence University,Appleton. WI,1340,29,61.100,30.100,0.97,27.000,48.500
184,Marquette University,Milwaukee. WI,1220,27,57.700,34.600,0.96,27.000,56.400
185,Bucknell University,Lewisburg. PA,1340,30,73.200,40.400,0.53,27.000,64.800
186,Middlebury College,Middlebury. VT,1420,32,72.600,24.400,0.43,13.630,58.400
187,Westfield State University,Westfield. MA,1060,23,25.100,17.000,0.55,22.750,46.000
188,SUNY College at Brockport,Brockport. NY,1090,23,25.200,16.000,0.65,19.980,45.300
189,Marist College,Poughkeepsie. NY,NA,NA,57.300,39.000,0.77,25.850,54.000
190,Salisbury University,Salisbury. MD,NA,NA,26.200,19.600,0.61,20.270,49.300
191,University of South Florida,Tampa. FL,1230,27,22.400,12.600,0.65,18.750,48.500
192,Wheaton College - Illinois,Wheaton. IL,1320,30,49.800,32.000,0.8,22.440,51.500
193,The University of Texas Rio Grande Valley,Edinburg. TX,1040,20,20.900,4.400,0.74,10.050,44.900
194,University of Rochester,Rochester. NY,1400,31,73.200,39.600,0.8,23.280,58.900
195,Farmingdale State College,Farmingdale. NY,1060,21,25.200,8.900,0.46,15.890,51.200
195,University of Wisconsin-La Crosse,La Crosse. WI,NA,24,18.200,13.900,0.46,23.000,48.400
197,Gettysburg College,Gettysburg. PA,NA,NA,69.700,37.000,0.82,23.000,55.900
197,Fairleigh Dickinson University-Metropolitan Campus,Teaneck. NJ,1100,23,59.100,17.900,0.45,25.000,49.700
199,Fitchburg State University,Fitchburg. MA,1060,21,25.000,15.600,0.59,23.250,46.600
200,Concordia University-Saint Paul,Saint Paul. MN,NA,NA,36.000,21.000,0.66,21.200,48.600
201,Yeshiva University,New York. NY,1290,26,63.200,34.000,0.87,20.500,61.700
202,University of Evansville,Evansville. IN,1140,26,53.100,22.500,0.85,26.950,49.700
203,Allegheny College,Meadville. PA,1230,26,63.800,27.100,0.99,29.000,48.700
204,Iona College,New Rochelle. NY,1080,23,58.300,28.800,0.9,26.000,53.800
205,Grinnell College,Grinnell. IA,1410,32,69.200,31.500,0.88,15.600,51.200
206,New York University,New York. NY,1390,31,75.000,38.700,0.53,22.900,60.800
206,Smith College,Northampton. MA,NA,NA,72.700,28.500,0.68,19.000,51.100
208,Syracuse University,Syracuse. NY,1260,28,68.400,37.700,0.7,27.000,56.200
209,Boston University,Boston. MA,1390,31,73.400,36.000,0.45,25.630,58.900
210,Drake University,Des Moines. IA,1230,27,56.400,30.200,0.95,26.440,51.600
211,Temple University,Philadelphia. PA,NA,NA,33.900,24.500,0.78,25.500,50.800
212,Stevens Institute of Technology,Hoboken. NJ,1400,31,70.200,41.100,0.92,27.000,73.600
213,Trinity Christian College,Palos Heights. IL,1130,23,44.100,23.700,0.84,25.000,46.500
213,Illinois Institute of Technology,Chicago. IL,1320,28,66.600,28.100,0.98,27.000,62.800
213,Western Washington University,Bellingham. WA,1180,25,24.600,17.200,0.47,19.330,53.000
216,Providence College,Providence. RI,1250,28,67.900,38.500,0.71,27.000,56.900
217,Rensselaer Polytechnic Institute,Troy. NY,1410,30,73.300,40.200,0.87,29.000,69.600
218,University of San Francisco,San Francisco. CA,1200,25,68.900,37.600,0.68,25.000,58.600
219,University of Portland,Portland. OR,1230,26,61.900,35.600,0.97,24.900,57.400
220,St. Mary's University,San Antonio. TX,1140,23,46.500,19.000,0.9,27.000,50.500
221,Milwaukee School of Engineering,Milwaukee. WI,1260,28,54.400,25.400,0.93,27.000,65.000
222,Duquesne University,Pittsburgh. PA,1200,27,54.400,32.600,0.93,27.000,51.800
223,La Salle University,Philadelphia. PA,NA,NA,47.500,28.000,0.89,27.000,53.700
224,SUNY Oneonta,Oneonta. NY,1120,23,25.200,16.700,0.56,21.500,45.200
225,College of Mount Saint Vincent,Bronx. NY,970,20,52.200,18.700,0.85,27.000,50.600
225,Augustana College,Rock Island. IL,NA,NA,55.800,25.500,0.98,27.000,46.600
225,University of Utah,Salt Lake City. UT,1230,26,24.700,13.200,0.56,15.000,53.400
228,Lewis University,Romeoville. IL,1090,24,47.500,21.300,0.81,23.940,49.100
229,Fresno Pacific University,Fresno. CA,1060,20,45.000,15.200,0.82,21.500,43.900
230,Stonehill College,Easton. MA,NA,NA,62.200,35.800,0.94,27.000,54.000
230,Saint Joseph's University,Philadelphia. PA,1200,26,63.600,37.700,0.91,23.490,55.300
230,Dickinson College,Carlisle. PA,NA,NA,72.100,34.700,0.72,21.000,54.200
233,Gonzaga University,Spokane. WA,1270,28,59.900,36.400,0.49,26.040,56.300
234,Mount Holyoke College,South Hadley. MA,1370,31,66.700,31.800,0.79,21.250,50.500
235,George Washington University,Washington. DC,1360,31,72.500,40.200,0.65,25.000,59.000
236,University of Houston,Houston. TX,1200,25,26.100,16.700,0.56,19.250,55.000
237,Rowan University,Glassboro. NJ,1160,25,32.400,20.500,0.42,19.670,50.100
238,Bryant University,Smithfield. RI,NA,NA,62.600,37.000,0.88,27.000,58.700
239,Albany College of Pharmacy and Health Sciences,Albany. NY,1190,26,50.200,32.400,0.96,27.000,80.200
240,Truman State University,Kirksville. MO,1300,27,22.000,13.400,0.77,22.400,46.500
241,Bradley University,Peoria. IL,1190,25,48.800,27.600,0.94,27.000,54.100
242,Linfield College-McMinnville CampusMc,Minnville. OR,1120,23,59.200,30.600,0.97,25.000,50.900
243,California State University-San Marcos,San Marcos. CA,1040,21,26.400,11.200,0.66,17.500,50.400
244,Pepperdine University,Malibu. CA,1300,29,74.000,38.800,0.76,25.840,56.400
244,University of Central Florida,Orlando. FL,1240,27,23.200,16.400,0.62,18.130,48.200
246,Saint Martin's University,Lacey. WA,1090,21,52.900,24.200,0.78,23.400,52.100
247,Arizona State University-Tempe,Tempe. AZ,1240,26,28.800,13.800,0.75,20.000,53.200
248,Kenyon College,Gambier. OH,1360,31,72.300,33.800,0.56,18.500,52.700
249,Saint Louis University,Saint Louis. MO,1280,28,59.800,33.900,0.56,25.750,53.100
250,The College of Saint Scholastica,Duluth. MN,1160,23,51.300,25.600,0.8,20.200,51.000
251,Occidental College,Los Angeles. CA,1360,30,74.900,36.000,0.68,23.220,54.100
252,University of Northern Iowa,Cedar Falls. IA,1220,24,22.300,17.000,0.57,20.350,46.300
253,North Dakota State University,Fargo. ND,1190,24,22.400,15.800,0.59,22.570,53.200
254,Lebanon Valley College,Annville. PA,1160,24,59.900,29.300,0.94,27.000,47.800
255,University of the Sciences,Philadelphia. PA,1210,27,62.800,35.700,0.98,27.000,55.900
256,SUNY College at Old Westbury,Old Westbury. NY,1030,21,24.400,11.500,0.6,17.000,48.100
257,SUNY College at Geneseo,Geneseo. NY,1210,27,26.200,18.100,0.56,21.680,49.800
257,Saint Peter's University,Jersey City. NJ,1020,20,56.400,14.300,0.89,23.800,51.800
259,Clark University,Worcester. MA,NA,NA,57.500,30.800,0.86,27.000,50.200
259,University of Redlands,Redlands. CA,1160,26,70.000,35.100,0.82,27.000,53.300
261,Ursinus College,Collegeville. PA,1210,27,69.200,34.000,0.99,27.000,52.100
262,College of Our Lady of the Elms,Chicopee. MA,1030,21,53.100,23.000,0.83,25.000,48.900
262,University of Wisconsin-Eau Claire,Eau Claire. WI,NA,24,21.000,15.400,0.47,22.800,51.100
264,John Carroll University,University Heights. OH,1070,25,58.300,28.300,0.94,27.000,49.800
265,University of Rhode Island,Kingston. RI,1140,25,30.800,20.000,0.71,23.000,53.000
266,University of Mary Washington,Fredericksburg. VA,1170,25,28.700,21.500,0.62,20.500,52.600
267,Goshen College,Goshen. IN,1110,24,48.600,20.800,0.93,20.200,44.100
267,Carleton College,Northfield. MN,1450,33,71.900,30.000,0.62,20.000,56.100
269,Centenary University,Hackettstown. NJ,1000,22,50.500,20.800,0.79,25.000,44.300
270,Appalachian State University,Boone. NC,1190,25,19.900,11.200,0.47,20.240,45.500
271,The University of Texas at Dallas,Richardson. TX,1330,29,28.600,10.700,0.65,18.000,55.500
271,University of Minnesota-Crookston,Crookston. MN,1050,22,24.900,14.900,0.41,20.470,50.100
273,Holy Family University,Philadelphia. PA,1010,NA,48.900,16.800,0.73,26.500,50.200
274,Hope College,Holland. MI,1210,27,47.400,29.700,0.87,27.000,47.600
274,University of St. Thomas - Minnesota,Saint Paul. MN,1210,27,57.100,33.600,0.93,25.000,55.600
276,University of Wisconsin-Platteville,Platteville. WI,NA,24,19.800,15.300,0.47,24.250,56.000
277,Saint Mary's College of California,Moraga. CA,1150,25,68.400,35.700,0.9,24.690,57.700
278,Colorado State University-Fort Collins,Fort Collins. CO,1200,25,27.100,18.400,0.52,20.500,52.000
278,University of La Verne,La Verne. CA,1110,22,62.500,29.600,0.74,25.000,48.300
280,SUNY College at Plattsburgh,Plattsburgh. NY,1120,23,25.700,14.200,0.73,21.500,44.900
281,Seattle University,Seattle. WA,1230,27,62.300,38.000,0.85,22.640,59.400
282,Rhodes College,Memphis. TN,1320,30,64.300,31.100,0.92,25.030,49.400
283,Sonoma State University,Rohnert Park. CA,1080,22,27.200,17.900,0.55,17.500,52.100
284,Muhlenberg College,Allentown. PA,1240,28,68.200,39.500,0.82,26.990,51.700
284,Messiah College,Mechanicsburg. PA,1210,26,50.100,29.700,0.95,25.000,50.100
284,Kalamazoo College,Kalamazoo. MI,1280,28,61.900,29.900,0.98,27.000,49.900
287,Madonna University,Livonia. MI,950,22,35.700,17.600,0.67,25.000,44.300
288,Houghton College,Houghton. NY,1190,26,46.400,20.700,0.98,23.650,42.600
289,Stockton University,Galloway. NJ,1110,22,31.600,15.300,0.64,20.880,46.100
290,St Catherine University,Saint Paul. MN,1180,23,53.000,21.900,0.82,26.940,48.700
291,Pennsylvania State University,University Park. PA,1250,28,38.000,27.100,0.63,26.120,57.300
292,Adelphi University,Garden City. NY,1150,25,58.900,29.800,0.85,25.000,53.400
293,Oklahoma State University,Stillwater. OK,1170,25,24.700,15.500,0.73,20.750,51.700
294,University of Pittsburgh-Pittsburgh Campus,Pittsburgh. PA,1330,30,34.700,24.400,0.54,26.900,54.600
295,SUNY College at Oswego,Oswego. NY,1150,25,25.200,17.400,0.77,21.500,44.900
296,University of Scranton,Scranton. PA,1180,26,63.800,38.800,0.86,27.000,54.400
297,Seton Hall University,South Orange. NJ,1210,26,59.600,30.600,0.88,25.000,56.000
298,Winona State University,Winona. MN,1190,23,22.700,17.800,0.54,23.210,48.900
298,University of St. Francis,Joliet. IL,1140,23,46.600,20.000,0.9,25.000,48.800
300,Ohio Northern University,Ada. OH,1220,25,48.200,25.500,0.9,27.000,53.500
301,Dominican University of California,San Rafael. CA,1130,23,67.300,37.000,0.92,27.000,55.700
302,Texas Tech University,Lubbock. TX,1160,25,24.700,16.900,0.54,22.100,55.700
303,Loyola University Maryland,Baltimore. MD,NA,NA,67.400,39.300,0.8,27.000,57.500
304,Oregon State University,Corvallis. OR,1190,25,27.400,20.500,0.52,23.390,54.800
304,Wittenberg University,Springfield. OH,NA,NA,54.400,26.000,0.95,27.000,49.800
306,William Paterson University of New Jersey,Wayne. NJ,1030,21,30.000,15.800,0.6,23.500,49.300
307,Framingham State University,Framingham. MA,1040,22,27.300,20.600,0.54,24.970,48.400
308,Scripps College,Claremont. CA,1380,31,74.200,39.300,0.58,13.750,53.700
308,Kansas State University,Manhattan. KS,NA,NA,25.400,18.600,0.61,22.500,51.600
310,Franciscan University of Steubenville,Steubenville. OH,1190,26,39.500,27.100,0.95,22.620,46.500
311,Augsburg University,Minneapolis. MN,1100,22,53.500,25.600,0.91,27.000,49.300
311,The Sage Colleges,Troy. NY,NA,NA,47.400,22.000,0.93,23.250,43.700
313,Martin Luther College,New Ulm. MN,1190,25,26.700,19.800,0.77,21.500,34.600
314,Cedarville University,Cedarville. OH,1240,26,40.900,25.100,0.87,21.460,51.700
315,John Brown University,Siloam Springs. AR,1200,27,40.600,23.800,0.74,20.500,46.100
316,Louisiana State University and Agricultural & Mechanical College,Baton Rouge. LA,1180,26,31.000,20.500,0.73,21.000,53.500
317,Monmouth University,West Long Branch. NJ,1080,23,57.300,33.400,0.95,26.600,50.800
318,Taylor University,Upland. IN,1170,26,47.300,27.500,0.84,23.500,46.800
319,Elon University,Elon. NC,1240,27,51.900,36.000,0.54,21.500,52.300
320,Case Western Reserve University,Cleveland. OH,1430,32,68.300,37.300,0.81,24.500,65.100
321,Assumption College,Worcester. MA,NA,NA,57.000,31.000,0.92,27.000,52.100
322,Knox College,Galesburg. IL,NA,NA,59.100,26.800,0.97,27.000,47.900
322,Loyola Marymount University,Los Angeles. CA,1270,29,67.600,45.300,0.78,22.000,56.000
324,Merrimack College,North Andover. MA,NA,NA,60.400,35.400,0.92,27.000,54.700
325,Wheaton College - Massachusetts,Norton. MA,1250,28,68.700,34.000,0.95,26.600,51.300
326,William Carey University,Hattiesburg. MS,1080,25,29.200,17.400,0.64,20.830,41.800
326,Loras College,Dubuque. IA,1100,23,45.800,20.900,0.98,27.000,46.400
328,Concordia College at Moorhead,Moorhead. MN,1180,25,51.700,25.900,0.96,27.000,46.100
329,Presbyterian College,Clinton. SC,1140,24,54.200,21.900,0.89,26.000,46.800
330,Hamline University,Saint Paul. MN,1140,23,54.500,23.600,0.95,24.400,46.800
331,University of Wyoming,Laramie. WY,1170,25,20.700,14.300,0.72,18.080,51.700
332,Saint Vincent College,Latrobe. PA,1120,23,51.100,22.500,0.9,27.000,48.500
333,University of Wisconsin-Stevens Point,Stevens Point. WI,NA,23,19.800,13.800,0.54,24.440,44.400
334,Illinois Wesleyan University,Bloomington. IL,1300,27,61.400,32.200,0.99,27.000,51.100
335,University of North Dakota,Grand Forks. ND,1160,24,22.400,15.500,0.52,24.490,52.600
336,Rose-Hulman Institute of Technology,Terre Haute. IN,1360,30,67.900,44.300,0.98,27.000,73.400
337,Wagner College,Staten Island. NY,NA,NA,65.000,32.200,0.98,25.000,56.400
338,Wofford College,Spartanburg. SC,1220,30,60.300,28.900,0.91,26.000,49.300
339,Central Washington University,Ellensburg. WA,1010,21,23.600,15.100,0.63,20.000,51.300
340,Niagara University,Niagara University. NY,1110,24,49.500,20.000,0.92,25.750,42.700
341,Miami University-Oxford,Oxford. OH,1290,29,33.200,21.700,0.61,23.950,55.400
342,Kean University,Union. NJ,980,19,30.600,18.000,0.51,24.000,47.100
343,SUNY at Fredonia,Fredonia. NY,1090,24,24.600,16.800,0.72,25.000,42.500
344,University of Massachusetts-Lowell,Lowell. MA,1220,27,31.200,19.600,0.56,24.600,57.400
345,Colorado College,Colorado Springs. CO,NA,NA,71.700,30.200,0.55,20.500,51.100
346,Canisius College,Buffalo. NY,1150,25,54.500,22.000,0.94,25.000,46.500
347,University of Idaho,Moscow. ID,1120,23,22.200,16.000,0.73,24.500,51.300
348,University of Minnesota-Duluth,Duluth. MN,1170,24,25.500,17.500,0.6,24.250,51.600
349,Waynesburg University,Waynesburg. PA,1070,21,37.600,20.700,0.94,27.000,44.600
350,University of Wisconsin-Stout,Menomonie. WI,NA,22,20.600,16.000,0.48,25.000,49.700
351,Saint Michael's College,Colchester. VT,NA,NA,60.100,34.200,0.98,27.380,51.200
352,Touro College,New York. NY,NA,NA,36.700,23.800,0.71,14.500,57.700
352,University of Colorado Boulder,Boulder. CO,1250,28,31.500,21.700,0.47,19.500,55.600
354,University of San Diego,San Diego. CA,1270,28,68.300,41.200,0.7,24.000,56.600
354,Regis University,Denver. CO,1170,23,53.500,27.300,0.59,22.920,55.700
356,MCPHS University,Boston. MA,1160,25,55.700,41.300,0.84,27.000,63.700
357,Southern Methodist University,Dallas. TX,1360,30,75.600,38.900,0.68,20.060,57.200
358,Gannon University,Erie. PA,1110,23,48.600,23.300,0.81,27.000,49.900
359,Auburn University,Auburn. AL,1220,27,32.700,24.100,0.53,21.500,52.800
360,Neumann University,Aston. PA,990,18,48.100,24.800,0.79,27.000,49.900
361,University of Oregon,Eugene. OR,1180,25,28.100,16.100,0.57,20.500,50.300
362,Elmhurst College,Elmhurst. IL,1100,23,52.200,24.200,0.98,21.500,49.100
363,University of North Carolina School of the Arts,Winston-Salem. NC,1190,25,22.900,14.500,0.69,27.000,45.400
364,Gwynedd Mercy University,Gwynedd Valley. PA,1020,20,50.400,25.500,0.73,25.000,51.500
365,Louisiana Tech University,Ruston. LA,990,25,21.300,11.400,0.89,19.680,52.100
366,University of Maryland-Baltimore County,Baltimore. MD,1250,27,28.800,17.100,0.49,20.910,56.800
367,Ithaca College,Ithaca. NY,NA,NA,64.100,37.100,0.91,25.450,50.600
368,Bridgewater State University,Bridgewater. MA,1070,21,27.400,17.800,0.54,24.000,46.900
369,Rochester Institute of Technology,Rochester. NY,1290,29,57.100,33.500,0.86,28.000,60.400
370,Bryn Mawr College,Bryn Mawr. PA,1410,31,71.500,30.400,0.71,25.000,52.900
371,Macalester College,Saint Paul. MN,1390,31,69.200,32.700,0.8,21.500,51.300
372,Texas Christian University,Fort Worth. TX,1230,28,65.800,37.700,0.68,20.470,54.700
373,University of Wisconsin-Whitewater,Whitewater. WI,NA,22,18.600,13.300,0.43,24.590,48.000
374,Salem State University,Salem. MA,1070,22,27.400,18.100,0.54,24.250,47.000
374,Sam Houston State University,Huntsville. TX,1070,21,22.800,12.500,0.69,21.250,48.300
376,Fordham University,Bronx. NY,1320,29,75.500,41.100,0.81,26.000,56.400
377,Clarke University,Dubuque. IA,1060,23,47.900,28.700,0.95,26.170,44.600
378,University of Miami,Coral Gables. FL,1330,30,69.200,45.100,0.67,19.000,55.100
379,Longwood University,Farmville. VA,1050,21,28.100,19.500,0.49,25.000,46.000
380,East Carolina University,Greenville. NC,1110,22,23.000,14.200,0.52,24.440,47.200
381,Cabrini University,Radnor. PA,1080,21,48.800,26.400,0.86,26.000,47.600
382,University of Dayton,Dayton. OH,1210,27,60.200,37.400,0.89,26.100,56.100
382,Drexel University,Philadelphia. PA,1260,27,71.900,43.700,0.8,26.000,60.700
384,University of Nebraska at Kearney,Kearney. NE,1090,22,23.600,17.000,0.7,20.980,42.900
385,Radford University,Radford. VA,NA,NA,24.300,14.500,0.5,23.250,47.800
386,Eastern Illinois University,Charleston. IL,NA,21,24.700,15.100,0.75,23.250,45.000
387,Illinois College,Jacksonville. IL,NA,NA,44.700,18.300,0.99,27.000,44.700
388,Sewanee-The University of the South,Sewanee. TN,NA,NA,63.700,36.300,0.84,19.120,51.100
389,Endicott College,Beverly. MA,NA,NA,52.600,37.500,0.79,27.000,49.900
390,Tulane University of Louisiana,New Orleans. LA,1410,32,72.900,36.200,0.68,27.000,54.600
391,University of Missouri-St Louis,Saint Louis. MO,1150,25,25.800,9.800,0.43,20.460,47.600
392,Valparaiso University,Valparaiso. IN,1170,26,55.300,24.700,0.95,27.000,52.600
393,University of Nebraska - Lincoln,Lincoln. NE,1240,26,26.200,17.900,0.64,21.790,50.600
394,Loyola University Chicago,Chicago. IL,1220,27,62.600,36.900,0.87,25.000,51.900
395,Dominican University,River Forest. IL,1110,23,47.000,19.500,0.88,25.000,47.900
396,Creighton University,Omaha. NE,1180,28,55.800,33.600,0.92,25.300,52.400
397,Misericordia University,Dallas. PA,1120,24,49.600,27.700,0.85,27.000,45.500
397,Whittier College,Whittier. CA,1120,24,64.100,28.600,0.94,25.000,49.300
399,Centre College,Danville. KY,1290,29,56.300,28.000,0.98,27.000,48.900
400,Keene State College,Keene. NH,1040,21,28.500,20.800,0.75,26.000,48.100
400,St Thomas University,Miami Gardens. FL,970,20,49.300,26.500,0.29,21.580,47.500
402,Baker University,Baldwin City. KS,1030,23,45.400,23.900,0.63,24.500,47.400
403,Grace College and Theological Seminary,Winona Lake. IN,1110,24,35.500,21.700,0.76,22.250,43.700
404,Florida Atlantic University,Boca Raton. FL,1140,24,24.400,10.800,0.58,16.800,48.300
405,Westminster College - Pennsylvania,New Wilmington. PA,1110,24,51.800,23.500,0.98,27.000,45.800
406,The University of Tennessee-Knoxville,Knoxville. TN,1230,27,32.300,22.400,0.74,20.500,50.200
407,California Lutheran University,Thousand Oaks. CA,1150,24,62.500,30.100,0.87,21.880,50.600
408,University of the Pacific,Stockton. CA,1200,26,67.700,34.900,0.88,24.250,57.700
409,Graceland University-Lamoni,Lamoni. IA,990,21,43.000,19.500,0.8,22.830,47.100
410,South Dakota State University,Brookings. SD,1120,23,23.800,19.400,0.54,25.000,49.800
411,Eastern Washington University,Cheney. WA,980,21,23.100,12.200,0.61,20.500,48.700
412,Susquehanna University,Selinsgrove. PA,NA,NA,62.400,28.700,1.0,27.000,48.900
413,Massachusetts College of Art and Design,Boston. MA,NA,NA,31.000,23.500,0.72,25.000,48.500
414,Washington College,Chestertown. MD,NA,NA,63.700,33.800,0.92,24.250,52.700
415,Depauw University,Greencastle. IN,1220,27,65.400,31.300,0.99,26.380,54.900
416,Coe College,Cedar Rapids. IA,1200,25,57.700,23.200,0.94,28.500,46.000
417,Mount Mercy University,Cedar Rapids. IA,NA,22,46.700,23.900,0.9,22.000,48.000
418,College of Staten Island CUNY,Staten Island. NY,NA,NA,33.100,6.700,0.57,14.000,51.100
419,Saint John Fisher College,Rochester. NY,1150,24,49.900,29.500,0.97,23.500,45.800
420,Bloomsburg University of Pennsylvania,Bloomsburg. PA,1060,22,25.300,17.600,0.54,26.000,48.000
420,University of Wisconsin-Oshkosh,Oshkosh. WI,NA,22,19.900,14.000,0.37,23.000,46.900
422,Salve Regina University,Newport. RI,NA,NA,59.300,36.300,0.9,27.000,51.800
423,Saint Norbert College,De Pere. WI,1170,25,50.300,27.700,0.97,27.000,48.300
424,Sacred Heart University,Fairfield. CT,NA,NA,61.000,42.900,0.89,25.380,53.700
425,Southwestern University,Georgetown. TX,1220,26,56.700,28.800,0.97,26.980,51.600
426,University of Detroit Mercy,Detroit. MI,1140,25,59.900,22.300,0.91,23.250,51.900
427,St John's University-New York,Queens. NY,1160,26,62.500,27.700,0.69,25.500,53.200
428,Worcester State University,Worcester. MA,NA,NA,26.900,16.300,0.58,19.500,48.400
429,Trine University,Angola. IN,1070,25,51.200,24.700,0.47,25.000,54.600
430,Central Connecticut State University,New Britain. CT,1070,22,26.300,16.900,0.52,22.000,52.200
431,University of St. Thomas - Texas,Houston. TX,1150,24,48.600,20.500,0.77,22.500,49.500
432,University of Oklahoma,Norman. OK,1270,26,29.600,21.400,0.68,20.000,53.500
432,Wentworth Institute of Technology,Boston. MA,1180,25,56.500,40.200,0.87,27.000,61.300
434,Slippery Rock University of Pennsylvania,Slippery Rock. PA,1080,22,25.500,18.700,0.6,25.000,44.800
435,Spelman College,Atlanta. GA,1140,24,53.900,38.600,0.79,27.000,49.700
436,Furman University,Greenville. SC,1290,29,66.500,35.200,0.95,26.000,49.600
437,University of Kansas,Lawrence. KS,NA,26,26.400,19.600,0.6,20.500,51.500
438,Elizabethtown College,Elizabethtown. PA,1180,25,61.100,30.300,0.98,27.000,48.600
439,Mills College,Oakland. CA,NA,NA,66.600,27.800,0.95,24.150,50.500
440,Dordt College,Sioux Center. IA,1190,25,45.700,27.400,1.0,23.250,50.200
441,Beloit College,Beloit. WI,NA,NA,62.100,28.800,0.96,27.000,46.500
442,Winston-Salem State University,Winston-Salem. NC,960,18,20.700,12.000,0.78,25.000,46.200
443,Luther College,Decorah. IA,1170,26,56.400,27.800,0.98,27.000,47.300
444,Saint Xavier University,Chicago. IL,1090,21,50.000,15.900,0.93,24.250,48.200
